Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
['Suman Lata'],['223-ROHTASH NAGAR'],['BJP'],['2'],['5th Pass'],"['Rs\xa06,19,89,020~ 6\xa0Crore+']","['Rs\xa09,00,000~ 9\xa0Lacs+']"
['Suman Singhal'],['108-HASTSAL'],['BJP'],['0'],['Graduate'],"['Rs\xa05,10,33,240~ 5\xa0Crore+']","['Rs\xa071,68,642~ 71\xa0Lacs+']"
['Suman Srivas'],['38-PREM NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa04,96,957~ 4\xa0Lacs+']","['Rs\xa03,16,638~ 3\xa0Lacs+']"
['Suman Tyagi'],['92-PUNJABI BAGH'],['BJP'],['0'],['Graduate'],"['Rs\xa020,72,15,143~ 20\xa0Crore+']",['Rs\xa00~']
['Sumanlata Tanwar'],['158-BHATI'],['BSP'],['0'],['12th Pass'],"['Rs\xa06,60,73,000~ 6\xa0Crore+']","['Rs\xa040,33,000~ 40\xa0Lacs+']"
['Sumit'],['89-KARAM PURA'],['IND'],['0'],['Graduate'],"['Rs\xa09,95,107~ 9\xa0Lacs+']","['Rs\xa020,00,000~ 20\xa0Lacs+']"
['Sumita Malik'],['120-DWARKA-B'],['INC'],['0'],['Graduate'],"['Rs\xa06,02,50,000~ 6\xa0Crore+']","['Rs\xa013,00,000~ 13\xa0Lacs+']"
['Sumitra Dahiya'],['148-HAUZ KHAS'],['BJP'],['0'],['Post Graduate'],"['Rs\xa04,36,04,745~ 4\xa0Crore+']","['Rs\xa054,10,304~ 54\xa0Lacs+']"
['Sunaina'],['43-SULTANPURI-A'],['BSP'],['0'],['12th Pass'],"['Rs\xa058,52,713~ 58\xa0Lacs+']","['Rs\xa07,33,155~ 7\xa0Lacs+']"
['Sundar Nagar'],['202-SHAKARPUR'],['INC'],['0'],['10th Pass'],"['Rs\xa020,22,050~ 20\xa0Lacs+']","['Rs\xa07,12,800~ 7\xa0Lacs+']"
['Sunder Singh'],['158-BHATI'],['AAP'],['0'],['12th Pass'],"['Rs\xa04,07,17,262~ 4\xa0Crore+']","['Rs\xa036,91,304~ 36\xa0Lacs+']"
['Sunil Bagri'],['140-INDER PURI'],['INC'],['2'],['12th Pass'],"['Rs\xa070,000~ 70\xa0Thou+']",['Rs\xa00~']
['Sunil Chaddha Chadha'],['97-CHAUKHANDI NAGAR'],['AAP'],['0'],['10th Pass'],"['Rs\xa01,85,47,810~ 1\xa0Crore+']",['Rs\xa00~']
['Sunil Jindal'],['107-VIKAS PURI'],['BJP'],['1'],['12th Pass'],"['Rs\xa02,28,97,792~ 2\xa0Crore+']","['Rs\xa071,62,892~ 71\xa0Lacs+']"
['Sunil Kumar'],['117-DABRI'],['BSP'],['0'],['10th Pass'],"['Rs\xa054,50,758~ 54\xa0Lacs+']","['Rs\xa03,75,000~ 3\xa0Lacs+']"
['Sunil Kumar'],['62-SHAKUR PUR'],['BSP'],['0'],['8th Pass'],"['Rs\xa08,37,200~ 8\xa0Lacs+']",['Rs\xa00~']
['Sunil Kumar Gupta'],['148-HAUZ KHAS'],['BSP'],['0'],['12th Pass'],"['Rs\xa01,07,04,500~ 1\xa0Crore+']",['Rs\xa00~']
['Sunil Kumar Vyathit'],['8-MUKUNDPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa085,000~ 85\xa0Thou+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Sunita'],['93-MADIPUR'],['BJP'],['1'],['Graduate'],"['Rs\xa011,57,020~ 11\xa0Lacs+']","['Rs\xa02,50,800~ 2\xa0Lacs+']"
['Sunita'],['108-HASTSAL'],['INC'],['0'],['12th Pass'],"['Rs\xa02,23,25,584~ 2\xa0Crore+']",['Rs\xa00~']
['Sunita'],['130-DWARKA-C'],['AAP'],['0'],['12th Pass'],"['Rs\xa02,75,77,764~ 2\xa0Crore+']",['Rs\xa00~']
['Sunita'],['130-DWARKA-C'],['IND'],['0'],['Literate'],"['Rs\xa04,43,000~ 4\xa0Lacs+']","['Rs\xa09,60,000~ 9\xa0Lacs+']"
['Sunita'],['153-VASANT VIHAR'],['BSP'],['0'],['10th Pass'],"['Rs\xa03,570~ 3\xa0Thou+']",['Rs\xa00~']
['Sunita'],['218-SUNDAR NAGRI'],['BSP'],['0'],['Post Graduate'],"['Rs\xa02,63,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Sunita Devi'],['132-KAPASHERA'],['BJP'],['0'],['8th Pass'],"['Rs\xa01,29,08,875~ 1\xa0Crore+']",['Rs\xa00~']
['Sunita Devi'],['18-JAHANGIR PURI'],['INC'],['0'],['10th Pass'],"['Rs\xa02,77,30,227~ 2\xa0Crore+']","['Rs\xa04,66,345~ 4\xa0Lacs+']"
['Sunita Devi'],['207-VISHWAS NAGAR'],['INC'],['0'],['Graduate Professional'],"['Rs\xa099,26,479~ 99\xa0Lacs+']","['Rs\xa05,92,000~ 5\xa0Lacs+']"
['Sunita Dhawan'],['203-LAXMI NAGAR'],['INC'],['0'],['8th Pass'],"['Rs\xa022,34,300~ 22\xa0Lacs+']","['Rs\xa01,48,167~ 1\xa0Lacs+']"
['Sunita Gautam'],['194-GHAROLI'],['BJP'],['0'],['10th Pass'],"['Rs\xa032,26,778~ 32\xa0Lacs+']","['Rs\xa07,50,000~ 7\xa0Lacs+']"
['Sunita Mittal'],['113-MOHAN GARDEN'],['IND'],['0'],['12th Pass'],"['Rs\xa02,95,41,180~ 2\xa0Crore+']","['Rs\xa089,03,820~ 89\xa0Lacs+']"
['Sunita Raghav'],['229-BRAHAM PURI'],['IND'],['0'],['12th Pass'],"['Rs\xa01,48,53,842~ 1\xa0Crore+']","['Rs\xa013,40,000~ 13\xa0Lacs+']"
['Sunita Rani'],['106-JANAK PURI WEST'],['IND'],['0'],['10th Pass'],"['Rs\xa03,77,15,825~ 3\xa0Crore+']","['Rs\xa020,98,258~ 20\xa0Lacs+']"
['Sunrika Sharma'],['217-DILSHAD COLONY'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,05,77,552~ 1\xa0Crore+']","['Rs\xa01,41,082~ 1\xa0Lacs+']"
['Suraj Joshi'],['176-GOVIND PURI'],['IND'],['0'],['Graduate Professional'],"['Rs\xa01,60,663~ 1\xa0Lacs+']",['Rs\xa00~']
['Suraj Kumar'],['174-SRI NIWAS PURI'],['IND'],['0'],['Graduate'],"['Rs\xa018,06,500~ 18\xa0Lacs+']",['Rs\xa00~']
['Surender'],['35-MUNDKA'],['INC'],['0'],['10th Pass'],"['Rs\xa07,21,02,661~ 7\xa0Crore+']","['Rs\xa03,79,85,076~ 3\xa0Crore+']"
['Surender Balhara'],['160-SAID-UI-AJAIB'],['INC'],['1'],['12th Pass'],"['Rs\xa02,31,42,174~ 2\xa0Crore+']",['Rs\xa00~']
['Surender Kaushik'],['113-MOHAN GARDEN'],['AAP'],['0'],['10th Pass'],"['Rs\xa06,45,34,606~ 6\xa0Crore+']","['Rs\xa03,85,37,091~ 3\xa0Crore+']"
['Surender Kumar'],['168-SANGAM VIHAR-C'],['BSP'],['0'],['Graduate Professional'],"['Rs\xa04,93,000~ 4\xa0Lacs+']",['Rs\xa00~']
['Surender Kumar'],['192-TRILOKPURI'],['BJP'],['0'],['10th Pass'],"['Rs\xa031,08,203~ 31\xa0Lacs+']","['Rs\xa037,500~ 37\xa0Thou+']"
['Suresh Chand'],['186-MADANPUR KHADAR WEST'],['IND'],['0'],['5th Pass'],"['Rs\xa025,52,000~ 25\xa0Lacs+']",['Rs\xa00~']
['Suresh Chand Gupta'],['41-AMAN VIHAR'],['INC'],['0'],['10th Pass'],"['Rs\xa074,14,041~ 74\xa0Lacs+']","['Rs\xa06,00,000~ 6\xa0Lacs+']"
['Suresh Choudhary'],['163-SANGAM VIHAR-A'],['IND'],['0'],['12th Pass'],"['Rs\xa05,25,79,451~ 5\xa0Crore+']","['Rs\xa01,61,96,332~ 1\xa0Crore+']"
['Suresh Kumar'],['119-MANGLAPURI'],['IND'],['0'],['8th Pass'],"['Rs\xa01,70,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Suresh Pandey'],['19-SARUP NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa01,53,42,912~ 1\xa0Crore+']","['Rs\xa080,300~ 80\xa0Thou+']"
['Suresh Shah'],['117-DABRI'],['IND'],['0'],['5th Pass'],"['Rs\xa060,17,410~ 60\xa0Lacs+']",['Rs\xa00~']
['Surjeet Singh'],['95-VISHNU GARDEN'],['IND'],['0'],['12th Pass'],"['Rs\xa03,75,000~ 3\xa0Lacs+']","['Rs\xa019,00,000~ 19\xa0Lacs+']"
['Susheel Kumari'],['98-SUBHASH NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa02,73,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Sushil'],['67-SANGAM PARK'],['BJP'],['0'],['Graduate'],"['Rs\xa012,11,958~ 12\xa0Lacs+']",['Rs\xa00~']
['Sushil Jain'],['57-PITAM PURA'],['IND'],['0'],['Post Graduate'],"['Rs\xa065,00,000~ 65\xa0Lacs+']",['Rs\xa00~']
['Sushil Kumar Sharma'],['113-MOHAN GARDEN'],['IND'],['0'],['10th Pass'],"['Rs\xa06,32,23,765~ 6\xa0Crore+']","['Rs\xa029,60,000~ 29\xa0Lacs+']"
['Sushila'],['33-RANI KHERA'],['BJP'],['0'],['10th Pass'],"['Rs\xa07,00,56,498~ 7\xa0Crore+']","['Rs\xa010,60,106~ 10\xa0Lacs+']"
['Sushila'],['81-QURAISH NAGAR'],['IND'],['0'],['12th Pass'],"['Rs\xa054,84,850~ 54\xa0Lacs+']",['Rs\xa00~']
['Sushila Devi'],['3-HOLAMBI KALAN'],['IND'],['0'],['Graduate'],"['Rs\xa014,16,097~ 14\xa0Lacs+']",['Rs\xa00~']
['Sushma'],['130-DWARKA-C'],['BJP'],['0'],['Graduate'],"['Rs\xa046,98,080~ 46\xa0Lacs+']","['Rs\xa04,28,380~ 4\xa0Lacs+']"
['Sushma Rana'],['221-ASHOK NAGAR'],['AAP'],['0'],['8th Pass'],"['Rs\xa04,67,23,000~ 4\xa0Crore+']","['Rs\xa060,000~ 60\xa0Thou+']"
['Sushma Rathee'],['136-MADHU VIHAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa01,34,90,883~ 1\xa0Crore+']","['Rs\xa08,75,000~ 8\xa0Lacs+']"
['Sweta Khatri'],['1-NARELA'],['AAP'],['0'],['Graduate'],"['Rs\xa04,91,46,785~ 4\xa0Crore+']","['Rs\xa056,19,776~ 56\xa0Lacs+']"
['Tabassum Fatima Siddiqui'],['149-MALVIYA NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa045,62,392~ 45\xa0Lacs+']",['Rs\xa00~']
['Tajendra Singh'],['168-SANGAM VIHAR-C'],['IND'],['0'],['10th Pass'],"['Rs\xa05,91,080~ 5\xa0Lacs+']","['Rs\xa03,55,000~ 3\xa0Lacs+']"
['Tara Singh'],['242-DAYAIPUR'],['INC'],['0'],['10th Pass'],"['Rs\xa01,38,30,000~ 1\xa0Crore+']",['Rs\xa00~']
['Taran Deep Singh'],['144-LAJPAT NAGAR'],['IND'],['1'],['10th Pass'],"['Rs\xa05,55,000~ 5\xa0Lacs+']",['Rs\xa00~']
['Tarawati'],['237-HARSH VIHAR'],['INC'],['0'],['8th Pass'],"['Rs\xa084,09,194~ 84\xa0Lacs+']","['Rs\xa01,22,227~ 1\xa0Lacs+']"
['Tarun Raj'],['168-SANGAM VIHAR-C'],['INC'],['2'],['Graduate'],"['Rs\xa014,16,302~ 14\xa0Lacs+']",['Rs\xa00~']
['Tej Ram'],['8-MUKUNDPUR'],['IND'],['0'],['8th Pass'],"['Rs\xa017,14,728~ 17\xa0Lacs+']",['Rs\xa00~']
['Tej Ram Phore'],['87-RANJEET NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa01,79,33,500~ 1\xa0Crore+']",['Rs\xa00~']
['Tilotma Chaudhary'],['117-DABRI'],['AAP'],['0'],['Graduate'],"['Rs\xa02,62,35,500~ 2\xa0Crore+']","['Rs\xa01,35,980~ 1\xa0Lacs+']"
['Timsy Sharma'],['18-JAHANGIR PURI'],['AAP'],['0'],['12th Pass'],"['Rs\xa04,74,177~ 4\xa0Lacs+']","['Rs\xa03,68,591~ 3\xa0Lacs+']"
['Tohid Chaman'],['170-TUGHLAKABAD EXTENSION'],['IND'],['0'],['12th Pass'],"['Rs\xa078,80,000~ 78\xa0Lacs+']",['Rs\xa00~']
['Tulsi Joshi'],['152-R.K. PURAM'],['BJP'],['0'],['Post Graduate'],"['Rs\xa02,02,34,925~ 2\xa0Crore+']",['Rs\xa00~']
['Ubaid Khan'],['79-BALLIMARAN'],['AIMIM'],['0'],['12th Pass'],"['Rs\xa091,34,829~ 91\xa0Lacs+']",['Rs\xa00~']
['Udham Singh'],['99-HARI NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa065,10,758~ 65\xa0Lacs+']",['Rs\xa00~']
['Uma'],['88-BALJEET NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa042,86,990~ 42\xa0Lacs+']",['Rs\xa00~']
['Uma Shankar'],['137-MAHAVIR ENCLAVE'],['IND'],['0'],['10th Pass'],"['Rs\xa022,05,800~ 22\xa0Lacs+']",['Rs\xa00~']
['Uma Sharma'],['9-SANT NAGAR'],['INC'],['0'],['10th Pass'],"['Rs\xa05,15,58,859~ 5\xa0Crore+']",['Rs\xa00~']
['Umang Bajaj'],['139-NARAINA'],['BJP'],['0'],['Post Graduate'],"['Rs\xa010,83,69,496~ 10\xa0Crore+']","['Rs\xa04,98,10,639~ 4\xa0Crore+']"
['Umed Singh'],['160-SAID-UI-AJAIB'],['AAP'],['2'],['8th Pass'],"['Rs\xa03,13,20,173~ 3\xa0Crore+']",['Rs\xa00~']
['Umesh'],['23-RITHALA'],['BSP'],['1'],['10th Pass'],"['Rs\xa011,30,90,444~ 11\xa0Crore+']","['Rs\xa01,33,164~ 1\xa0Lacs+']"
['Umindra Devi'],['29-POOTH KHURD'],['AAP'],['0'],['10th Pass'],"['Rs\xa04,56,64,000~ 4\xa0Crore+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Upender Saw'],['109-VIKAS NAGAR'],['JD(U)'],['0'],['10th Pass'],"['Rs\xa094,19,989~ 94\xa0Lacs+']","['Rs\xa03,27,491~ 3\xa0Lacs+']"
['Urmila Chaudhary'],['37-KIRARI'],['BJP'],['1'],['10th Pass'],"['Rs\xa02,39,68,098~ 2\xa0Crore+']",['Rs\xa00~']
['Urmila Chawla'],['106-JANAK PURI WEST'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa07,25,03,340~ 7\xa0Crore+']","['Rs\xa03,55,770~ 3\xa0Lacs+']"
['Urmila Devi'],['83-KAROI BAGH'],['AAP'],['0'],['12th Pass'],"['Rs\xa048,97,500~ 48\xa0Lacs+']",['Rs\xa00~']
['Urmila Gangwal'],['94-RAGHUBIR NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa041,71,458~ 41\xa0Lacs+']",['Rs\xa00~']
['Urmila Gupta'],['58-SARASWATI VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa06,07,50,937~ 6\xa0Crore+']",['Rs\xa00~']
['Urmila Rana'],['7-KADIPUR'],['BJP'],['0'],['Graduate'],"['Rs\xa03,83,13,495~ 3\xa0Crore+']","['Rs\xa03,50,000~ 3\xa0Lacs+']"
['Usha'],['3-HOLAMBI KALAN'],['IND'],['0'],['8th Pass'],"['Rs\xa025,21,329~ 25\xa0Lacs+']",['Rs\xa00~']
['Usha Chaudhary'],['199-MANDAWAII'],['INC'],['0'],['12th Pass'],"['Rs\xa06,94,14,083~ 6\xa0Crore+']",['Rs\xa00~']
['Usha Devi'],['1-NARELA'],['NCP'],['0'],['10th Pass'],"['Rs\xa01,35,400~ 1\xa0Lacs+']",['Rs\xa00~']
['Usha Lawaria'],['83-KAROI BAGH'],['BJP'],['0'],['10th Pass'],"['Rs\xa01,45,50,046~ 1\xa0Crore+']",['Rs\xa00~']
['Usha Navariya'],['50-MANGOLPURI-B'],['BSP'],['0'],['8th Pass'],"['Rs\xa01,18,73,921~ 1\xa0Crore+']","['Rs\xa011,37,768~ 11\xa0Lacs+']"
['Usha Sharma'],['72-SADAR BAZAR'],['AAP'],['0'],['8th Pass'],"['Rs\xa01,86,26,257~ 1\xa0Crore+']",['Rs\xa00~']
['Uzma'],['75-JAMA MASJID'],['IND'],['0'],['8th Pass'],"['Rs\xa06,70,000~ 6\xa0Lacs+']",['Rs\xa00~']
['Uzma Khan'],['184-JAITPUR'],['IND'],['0'],['Illiterate'],"['Rs\xa086,000~ 86\xa0Thou+']",['Rs\xa00~']
['Vaibhav Sharma'],['204-PREET VIHAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa08,37,242~ 8\xa0Lacs+']",['Rs\xa00~']
['Valisha'],['165-MADANGIR'],['NCP'],['0'],['Graduate'],"['Rs\xa02,30,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Vallem Javed'],['246- SRI RAM COLONY'],['JD(U)'],['2'],['Graduate'],"['Rs\xa02,72,747~ 2\xa0Lacs+']","['Rs\xa04,00,000~ 4\xa0Lacs+']"
['Vandana Kataria'],['207-VISHWAS NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa02,75,000~ 2\xa0Lacs+']","['Rs\xa04,00,000~ 4\xa0Lacs+']"
['Vandana Saini'],['172-CHIRAG DELHI'],['INC'],['0'],['Graduate'],"['Rs\xa011,26,86,500~ 11\xa0Crore+']","['Rs\xa053,00,000~ 53\xa0Lacs+']"
['Vandana Singh'],['96-RAJOURI GARDEN'],['INC'],['0'],['Graduate'],"['Rs\xa025,17,822~ 25\xa0Lacs+']",['Rs\xa00~']
['Varsha'],['247-SADATPUR'],['INC'],['0'],['Post Graduate'],"['Rs\xa037,03,081~ 37\xa0Lacs+']","['Rs\xa08,37,750~ 8\xa0Lacs+']"
['Varun Saini'],['32-KANJHAWAIA'],['BJP'],['0'],['12th Pass'],"['Rs\xa038,66,889~ 38\xa0Lacs+']",['Rs\xa00~']
['Varuna Dhaka'],['43-SULTANPURI-A'],['INC'],['0'],['Post Graduate'],"['Rs\xa051,12,600~ 51\xa0Lacs+']",['Rs\xa00~']
['Varyam Kaur'],['214-AZAD NAGAR'],['INC'],['2'],['10th Pass'],"['Rs\xa01,61,16,523~ 1\xa0Crore+']",['Rs\xa00~']
['Ved Pal Sheetal Chaudhary'],['157-AYA NAGAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa01,97,13,997~ 1\xa0Crore+']","['Rs\xa01,92,502~ 1\xa0Lacs+']"
['Ved Putri'],['80-RAM NAGAR'],['AIMIM'],['0'],['Graduate Professional'],"['Rs\xa01,14,90,000~ 1\xa0Crore+']",['Rs\xa00~']
['Veena'],['180-BADARPUR'],['BJP'],['0'],['Graduate'],"['Rs\xa038,98,016~ 38\xa0Lacs+']","['Rs\xa028,33,478~ 28\xa0Lacs+']"
['Veena Chauhan'],['45-JAWALAPURI'],['INC'],['0'],['5th Pass'],"['Rs\xa03,58,10,248~ 3\xa0Crore+']",['Rs\xa00~']
['Veena Sharma'],['61-KOHAT ENCLAVE'],['IND'],['0'],['Illiterate'],"['Rs\xa035,51,000~ 35\xa0Lacs+']","['Rs\xa029,00,000~ 29\xa0Lacs+']"
['Vibha'],['5-BAKHTAWARPUR'],['IND'],['0'],['Graduate'],"['Rs\xa016,94,839~ 16\xa0Lacs+']","['Rs\xa073,126~ 73\xa0Thou+']"
['Vibha'],['106-JANAK PURI WEST'],['BSP'],['0'],['Graduate'],"['Rs\xa010,000~ 10\xa0Thou+']",['Rs\xa00~']
['Vidya Devi'],['194-GHAROLI'],['INC'],['0'],['Illiterate'],"['Rs\xa01,94,89,949~ 1\xa0Crore+']",['Rs\xa00~']
['Vidya Wati'],['231-GHONDA'],['AAP'],['0'],['8th Pass'],"['Rs\xa015,41,26,111~ 15\xa0Crore+']","['Rs\xa074,13,677~ 74\xa0Lacs+']"
['Vijay'],['19-SARUP NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa088,000~ 88\xa0Thou+']",['Rs\xa00~']
['Vijay Kumar'],['192-TRILOKPURI'],['AAP'],['0'],['12th Pass'],"['Rs\xa02,85,25,157~ 2\xa0Crore+']","['Rs\xa056,31,074~ 56\xa0Lacs+']"
['Vijay Kumar'],['176-GOVIND PURI'],['AAP'],['1'],['Graduate'],"['Rs\xa018,81,751~ 18\xa0Lacs+']","['Rs\xa025,13,044~ 25\xa0Lacs+']"
['Vijay Kumar Aggarwal'],['15-ADARSH NAGAR'],['IND'],['0'],['Graduate Professional'],"['Rs\xa02,35,51,861~ 2\xa0Crore+']",['Rs\xa00~']
['Vijay Laxmi'],['46- NANGLOI JAT'],['AAP'],['0'],['12th Pass'],"['Rs\xa055,28,798~ 55\xa0Lacs+']","['Rs\xa07,72,000~ 7\xa0Lacs+']"
['Vijay Malhotra'],['146-AMAR COLONY'],['IND'],['0'],['8th Pass'],"['Rs\xa054,89,181~ 54\xa0Lacs+']","['Rs\xa03,03,410~ 3\xa0Lacs+']"
['Vijay Pal'],['186-MADANPUR KHADAR WEST'],['INC'],['0'],['8th Pass'],"['Rs\xa01,64,48,675~ 1\xa0Crore+']",['Rs\xa00~']
['Vijay Ram'],['125-CHHAWAIA'],['IND'],['0'],['12th Pass'],"['Rs\xa03,66,19,790~ 3\xa0Crore+']",['Rs\xa00~']
['Vijay Sahdev'],['219-DILSHAD GARDEN'],['NCP'],['0'],['12th Pass'],"['Rs\xa01,18,84,386~ 1\xa0Crore+']",['Rs\xa00~']
['Vijay Singh Shisodia Sonu'],['200-PANDAV NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa066,85,900~ 66\xa0Lacs+']",['Rs\xa00~']
['Vijay Veer Solanki'],['119-MANGLAPURI'],['BJP'],['0'],['Graduate'],"['Rs\xa08,54,36,876~ 8\xa0Crore+']","['Rs\xa011,30,000~ 11\xa0Lacs+']"
['Vijender Garg'],['139-NARAINA'],['AAP'],['0'],['Graduate'],"['Rs\xa02,98,04,767~ 2\xa0Crore+']","['Rs\xa010,00,000~ 10\xa0Lacs+']"
['Vikas'],['73-CIVIL LINES'],['AAP'],['1'],['Graduate'],"['Rs\xa030,19,191~ 30\xa0Lacs+']","['Rs\xa090,000~ 90\xa0Thou+']"
['Vikash Goyal'],['25-BUDH VIHAR'],['IND'],['0'],['Graduate'],"['Rs\xa043,03,041~ 43\xa0Lacs+']","['Rs\xa07,50,000~ 7\xa0Lacs+']"
['Vikash Goyal'],['64-KESHAV PURAM'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,80,69,945~ 1\xa0Crore+']","['Rs\xa089,34,112~ 89\xa0Lacs+']"
['Vikesh Sethi'],['68-MODEL TOWN'],['BJP'],['0'],['Graduate'],"['Rs\xa02,67,46,858~ 2\xa0Crore+']","['Rs\xa02,07,47,571~ 2\xa0Crore+']"
['Vinay Kumar Chauhan'],['117-DABRI'],['BJP'],['0'],['Graduate'],"['Rs\xa03,69,94,000~ 3\xa0Crore+']","['Rs\xa015,00,000~ 15\xa0Lacs+']"
['Vinay Shankar Dubey'],['198-VINOD NAGAR'],['INC'],['0'],['Graduate Professional'],"['Rs\xa03,57,44,138~ 3\xa0Crore+']","['Rs\xa01,21,26,573~ 1\xa0Crore+']"
['Vineet Vohra'],['59-PACHIM VIHAR'],['BJP'],['0'],['Graduate'],"['Rs\xa037,94,51,199~ 37\xa0Crore+']",['Rs\xa00~']
['Vinita'],['232-YAMUNA VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa076,98,589~ 76\xa0Lacs+']",['Rs\xa00~']
['Vinita'],['193-KONDLI'],['AAP'],['0'],['Graduate'],"['Rs\xa050,65,000~ 50\xa0Lacs+']","['Rs\xa02,45,620~ 2\xa0Lacs+']"
['Vinita'],['177-HARKESH NAGAR'],['INC'],['0'],['8th Pass'],"['Rs\xa020,07,211~ 20\xa0Lacs+']",['Rs\xa00~']
['Vinod Bhardwaj'],['2-BANKNER'],['BJP'],['1'],['12th Pass'],"['Rs\xa06,71,88,663~ 6\xa0Crore+']",['Rs\xa00~']
['Vinod Dabas'],['25-BUDH VIHAR'],['INC'],['0'],['8th Pass'],"['Rs\xa017,43,700~ 17\xa0Lacs+']",['Rs\xa00~']
['Vinod Jayas'],['230-BHAJANPURA'],['BSP'],['0'],['12th Pass'],"['Rs\xa02,96,14,208~ 2\xa0Crore+']","['Rs\xa062,88,433~ 62\xa0Lacs+']"
['Vinod Kumar'],['6-BURARI'],['IND'],['0'],['8th Pass'],"['Rs\xa094,76,800~ 94\xa0Lacs+']","['Rs\xa02,50,000~ 2\xa0Lacs+']"
['Vinod Kumar'],['219-DILSHAD GARDEN'],['INC'],['0'],['12th Pass'],"['Rs\xa057,00,000~ 57\xa0Lacs+']","['Rs\xa05,00,000~ 5\xa0Lacs+']"
['Vinod Kumar Gupta'],['234-KABIR NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa03,31,16,032~ 3\xa0Crore+']","['Rs\xa042,00,000~ 42\xa0Lacs+']"
['Vinod Kumar Sharma'],['228-MAUJPUR'],['INC'],['0'],['12th Pass'],"['Rs\xa01,59,12,401~ 1\xa0Crore+']",['Rs\xa00~']
['Vipin Kumar Gupta'],['74-CHANDNI CHOWK'],['IND'],['0'],['12th Pass'],"['Rs\xa011,15,950~ 11\xa0Lacs+']",['Rs\xa00~']
['Virender Kumar Goel'],['15-ADARSH NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa02,19,62,376~ 2\xa0Crore+']",['Rs\xa00~']
['Vishal'],['190-NEW ASHOK NAGAR'],['INC'],['6'],['12th Pass'],"['Rs\xa075,02,100~ 75\xa0Lacs+']","['Rs\xa01,00,00,000~ 1\xa0Crore+']"
['Vishnu Sharma'],['135-PALAM'],['AAP'],['0'],['Others'],"['Rs\xa019,77,100~ 19\xa0Lacs+']","['Rs\xa038,292~ 38\xa0Thou+']"
['Vivek Tanwar'],['99-HARI NAGAR'],['IND'],['0'],['5th Pass'],"['Rs\xa03,71,000~ 3\xa0Lacs+']",['Rs\xa00~']
['Wajid Khan'],['188-ABUL FAZAL ENCLAVE'],['AAP'],['5'],['10th Pass'],"['Rs\xa01,48,53,389~ 1\xa0Crore+']","['Rs\xa03,71,000~ 3\xa0Lacs+']"
['Yashpal Sharma'],['242-DAYAIPUR'],['BSP'],['0'],['Graduate'],"['Rs\xa044,43,077~ 44\xa0Lacs+']","['Rs\xa02,43,000~ 2\xa0Lacs+']"
['Yashpal Singh'],['200-PANDAV NAGAR'],['BJP'],['0'],['Others'],"['Rs\xa01,76,31,718~ 1\xa0Crore+']","['Rs\xa015,64,778~ 15\xa0Lacs+']"
['Yogesh'],['4-ALIPUR'],['BJP'],['1'],['12th Pass'],"['Rs\xa068,78,920~ 68\xa0Lacs+']","['Rs\xa010,00,000~ 10\xa0Lacs+']"
['Yogesh Swamy'],['248-KARAWAI NAGAR-WEST'],['IND'],['0'],['Post Graduate'],"['Rs\xa014,201~ 14\xa0Thou+']",['Rs\xa00~']
['Yogesh Verma'],['64-KESHAV PURAM'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa05,99,86,992~ 5\xa0Crore+']","['Rs\xa010,25,000~ 10\xa0Lacs+']"
['Yogita'],['7-KADIPUR'],['BSP'],['0'],['Post Graduate'],"['Rs\xa02,08,17,000~ 2\xa0Crore+']","['Rs\xa028,20,000~ 28\xa0Lacs+']"
['Yogita Singh'],['175-KALKAJI'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,28,24,378~ 1\xa0Crore+']","['Rs\xa010,00,000~ 10\xa0Lacs+']"
