Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
['Sarita'],['223-ROHTASH NAGAR'],['INC'],['0'],['Graduate'],"['Rs\xa02,17,37,115~ 2\xa0Crore+']","['Rs\xa020,03,000~ 20\xa0Lacs+']"
['Sarita Malik'],['111-BAPROLA'],['IND'],['0'],['12th Pass'],"['Rs\xa057,17,643~ 57\xa0Lacs+']",['Rs\xa00~']
['Sarita Phogaat'],['150-GREEN PARK'],['AAP'],['0'],['8th Pass'],"['Rs\xa03,07,44,635~ 3\xa0Crore+']",['Rs\xa00~']
['Sarla Chaudhary'],['114-NAWADA'],['INC'],['2'],['8th Pass'],"['Rs\xa021,96,412~ 21\xa0Lacs+']",['Rs\xa00~']
['Saroj Baghel'],['241-KARAWAL NAGAR-EAST'],['INC'],['0'],['Literate'],"['Rs\xa093,80,835~ 93\xa0Lacs+']",['Rs\xa00~']
['Saroj Bala'],['231-GHONDA'],['BSP'],['0'],['12th Pass'],"['Rs\xa02,31,60,327~ 2\xa0Crore+']","['Rs\xa016,75,000~ 16\xa0Lacs+']"
['Sartaj Ali'],['246- SRI RAM COLONY'],['AIMIM'],['1'],['Graduate'],"['Rs\xa08,00,808~ 8\xa0Lacs+']","['Rs\xa058,133~ 58\xa0Thou+']"
['Sarwari Begum'],['243-MUSTAFABAD'],['AIMIM'],['0'],['Graduate'],"['Rs\xa090,000~ 90\xa0Thou+']",['Rs\xa00~']
['Sat Kumar Sharma'],['15-ADARSH NAGAR'],['IND'],['0'],['Graduate Professional'],"['Rs\xa036,01,000~ 36\xa0Lacs+']",['Rs\xa00~']
['Satbir'],['127-NAJAFGARH'],['INC'],['0'],['10th Pass'],"['Rs\xa03,06,07,600~ 3\xa0Crore+']",['Rs\xa00~']
['Satender Kumar'],['190-NEW ASHOK NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa072,71,963~ 72\xa0Lacs+']",['Rs\xa00~']
['Satish Kumar'],['179-PUL PEHLADPUR'],['INC'],['0'],['8th Pass'],"['Rs\xa010,23,000~ 10\xa0Lacs+']","['Rs\xa01,24,423~ 1\xa0Lacs+']"
['Satish Singh'],['190-NEW ASHOK NAGAR'],['BSP'],['2'],['10th Pass'],"['Rs\xa01,01,71,563~ 1\xa0Crore+']","['Rs\xa06,35,476~ 6\xa0Lacs+']"
['Satpal Solanki'],['111-BAPROLA'],['IND'],['1'],['Graduate Professional'],"['Rs\xa01,55,43,666~ 1\xa0Crore+']",['Rs\xa00~']
['Satto Yadav'],['30-BAWANA'],['AIFB'],['0'],['8th Pass'],"['Rs\xa08,43,000~ 8\xa0Lacs+']",['Rs\xa00~']
['Satya Dev Goel'],['89-KARAM PURA'],['INC'],['0'],['Graduate'],"['Rs\xa099,08,973~ 99\xa0Lacs+']",['Rs\xa00~']
['Satya Naraian Saini'],['35-MUNDKA'],['IND'],['2'],['12th Pass'],"['Rs\xa02,20,06,102~ 2\xa0Crore+']","['Rs\xa02,70,000~ 2\xa0Lacs+']"
['Satya Pal Singh'],['41-AMAN VIHAR'],['BSP'],['0'],['Graduate'],"['Rs\xa01,84,95,217~ 1\xa0Crore+']","['Rs\xa03,68,723~ 3\xa0Lacs+']"
['Satya Sharma'],['226-GAUTAM PURI'],['BJP'],['0'],['Graduate'],"['Rs\xa05,20,97,296~ 5\xa0Crore+']","['Rs\xa061,28,000~ 61\xa0Lacs+']"
['Satyapal Singh'],['248-KARAWAI NAGAR-WEST'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,97,93,811~ 1\xa0Crore+']","['Rs\xa06,31,222~ 6\xa0Lacs+']"
['Satyender Rana'],['131-BIJWASAN'],['INC'],['0'],['Post Graduate'],"['Rs\xa012,36,70,850~ 12\xa0Crore+']","['Rs\xa01,38,90,904~ 1\xa0Crore+']"
['Savita'],['124-NANGII SAKRAWATI'],['BJP'],['0'],['10th Pass'],"['Rs\xa04,06,07,731~ 4\xa0Crore+']","['Rs\xa055,34,662~ 55\xa0Lacs+']"
['Savita'],['239-GOKAI PURI'],['INC'],['0'],['10th Pass'],"['Rs\xa094,00,000~ 94\xa0Lacs+']","['Rs\xa06,50,000~ 6\xa0Lacs+']"
['Savita Begum'],['159-CHHATARPUR'],['IND'],['0'],['5th Pass'],"['Rs\xa019,51,200~ 19\xa0Lacs+']","['Rs\xa03,75,015~ 3\xa0Lacs+']"
['Savita Devi'],['169-SANGAM VIHAR-B'],['BJP'],['0'],['10th Pass'],"['Rs\xa01,40,81,450~ 1\xa0Crore+']","['Rs\xa02,00,000~ 2\xa0Lacs+']"
['Savita Sharma'],['182-MEETHAPUR'],['IND'],['0'],['Graduate'],"['Rs\xa013,70,000~ 13\xa0Lacs+']","['Rs\xa04,48,000~ 4\xa0Lacs+']"
['Savita Yadav'],['20-SAMAYPUR BADLI'],['AAP'],['0'],['Graduate'],"['Rs\xa02,90,52,029~ 2\xa0Crore+']","['Rs\xa064,60,960~ 64\xa0Lacs+']"
['Savitri'],['181-MOLARBAND'],['IND'],['0'],['12th Pass'],"['Rs\xa031,23,487~ 31\xa0Lacs+']","['Rs\xa010,01,100~ 10\xa0Lacs+']"
['Sayara Begum'],['225-SEELAMPUR'],['IND'],['0'],['Literate'],"['Rs\xa063,51,000~ 63\xa0Lacs+']",['Rs\xa00~']
['Sazid'],['234-KABIR NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa09,76,883~ 9\xa0Lacs+']",['Rs\xa00~']
['Seema'],['245-BRIJ PURI'],['BSP'],['0'],['5th Pass'],"['Rs\xa01,47,25,000~ 1\xa0Crore+']",['Rs\xa00~']
['Seema'],['197-PATPAR GANJ'],['AAP'],['0'],['Post Graduate'],"['Rs\xa087,03,934~ 87\xa0Lacs+']",['Rs\xa00~']
['Seema'],['96-RAJOURI GARDEN'],['IND'],['0'],['12th Pass'],"['Rs\xa019,90,336~ 19\xa0Lacs+']",['Rs\xa00~']
['Seema'],['126-ISAPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa04,24,41,158~ 4\xa0Crore+']",['Rs\xa00~']
['Seema Agrawal'],['155-MEHRAULI'],['NCP'],['0'],['Post Graduate'],"['Rs\xa06,48,12,143~ 6\xa0Crore+']","['Rs\xa056,41,506~ 56\xa0Lacs+']"
['Seema Bhatia'],['122-MATIAIA'],['IND'],['0'],['10th Pass'],"['Rs\xa026,52,995~ 26\xa0Lacs+']","['Rs\xa033,89,181~ 33\xa0Lacs+']"
['Seema Pandit'],['135-PALAM'],['BJP'],['0'],['Graduate'],"['Rs\xa010,97,57,546~ 10\xa0Crore+']",['Rs\xa00~']
['Seema Sharma'],['225-SEELAMPUR'],['BJP'],['0'],['12th Pass'],"['Rs\xa01,80,90,402~ 1\xa0Crore+']",['Rs\xa00~']
['Seema Tahira'],['78-BAZAR SITA RAM'],['INC'],['0'],['10th Pass'],"['Rs\xa02,38,00,508~ 2\xa0Crore+']",['Rs\xa00~']
['Seema Yadav'],['20-SAMAYPUR BADLI'],['INC'],['0'],['10th Pass'],"['Rs\xa04,88,48,231~ 4\xa0Crore+']","['Rs\xa02,43,000~ 2\xa0Lacs+']"
['Shabnam'],['3-HOLAMBI KALAN'],['CPI(M)'],['0'],['5th Pass'],"['Rs\xa077,000~ 77\xa0Thou+']",['Rs\xa00~']
['Shabnam'],['243-MUSTAFABAD'],['BJP'],['0'],['Illiterate'],"['Rs\xa05,80,000~ 5\xa0Lacs+']","['Rs\xa020,000~ 20\xa0Thou+']"
['Shabnam'],['157-AYA NAGAR'],['JD(U)'],['0'],['12th Pass'],"['Rs\xa083,05,000~ 83\xa0Lacs+']",['Rs\xa00~']
['Shabnam'],['225-SEELAMPUR'],['AIMIM'],['0'],['8th Pass'],"['Rs\xa04,23,08,000~ 4\xa0Crore+']",['Rs\xa00~']
['Shabnam Barni'],['187-SARITA VIHAR'],['IND'],['0'],['Illiterate'],"['Rs\xa044,30,300~ 44\xa0Lacs+']",['Rs\xa00~']
['Shagufta Chaudhary'],['227-CHAUHAN BANGAR'],['INC'],['0'],['Graduate'],"['Rs\xa02,39,28,899~ 2\xa0Crore+']",['Rs\xa00~']
['Shagun Badhana'],['22-ROHINI-B'],['INC'],['0'],['Graduate Professional'],"['Rs\xa01,67,500~ 1\xa0Lacs+']",['Rs\xa00~']
['Shahana Parveen'],['187-SARITA VIHAR'],['INC'],['0'],['10th Pass'],"['Rs\xa030,75,000~ 30\xa0Lacs+']",['Rs\xa00~']
['Shahin Praveen'],['75-JAMA MASJID'],['INC'],['0'],['5th Pass'],"['Rs\xa061,43,000~ 61\xa0Lacs+']","['Rs\xa015,75,000~ 15\xa0Lacs+']"
['Shahnawaz'],['209-JAGAT PURI'],['AIMIM'],['2'],['Graduate Professional'],"['Rs\xa04,50,17,760~ 4\xa0Crore+']",['Rs\xa00~']
['Shahnawaz Khan'],['188-ABUL FAZAL ENCLAVE'],['IND'],['0'],['10th Pass'],"['Rs\xa04,00,000~ 4\xa0Lacs+']",['Rs\xa00~']
['Shain'],['243-MUSTAFABAD'],['IND'],['0'],['Illiterate'],"['Rs\xa05,10,000~ 5\xa0Lacs+']","['Rs\xa025,000~ 25\xa0Thou+']"
['Shakil Ahmad Saifi'],['226-GAUTAM PURI'],['JD(U)'],['0'],['5th Pass'],"['Rs\xa017,72,000~ 17\xa0Lacs+']",['Rs\xa00~']
['Shakila Begum'],['225-SEELAMPUR'],['IND'],['0'],['5th Pass'],"['Rs\xa081,30,031~ 81\xa0Lacs+']",['Rs\xa00~']
['Shakuntala'],['45-JAWALAPURI'],['BSP'],['0'],['12th Pass'],"['Rs\xa077,27,331~ 77\xa0Lacs+']","['Rs\xa016,43,060~ 16\xa0Lacs+']"
['Shakuntala Rajora'],['162-TIGRI'],['IND'],['0'],['5th Pass'],"['Rs\xa03,05,66,032~ 3\xa0Crore+']","['Rs\xa048,97,278~ 48\xa0Lacs+']"
['Shakuntla Dahima'],['173-GREATER KAILASH'],['INC'],['0'],['8th Pass'],"['Rs\xa07,13,66,370~ 7\xa0Crore+']",['Rs\xa00~']
['Shakuntla Parewa'],['86-EAST PATEL NAGAR'],['INC'],['0'],['Graduate'],"['Rs\xa037,97,991~ 37\xa0Lacs+']",['Rs\xa00~']
['Shalini Singh'],['121-DWARKA-A'],['AAP'],['3'],['Post Graduate'],"['Rs\xa04,02,10,245~ 4\xa0Crore+']",['Rs\xa00~']
['Shalu Duggal'],['59-PACHIM VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa03,18,78,904~ 3\xa0Crore+']","['Rs\xa031,53,738~ 31\xa0Lacs+']"
['Shama Aggarwal'],['210-GEETA COLONY'],['IND'],['0'],['12th Pass'],"['Rs\xa054,80,070~ 54\xa0Lacs+']",['Rs\xa00~']
['Shambhu Singh'],['111-BAPROLA'],['IND'],['0'],['10th Pass'],"['Rs\xa01,70,35,255~ 1\xa0Crore+']",['Rs\xa00~']
['Shamim Bano'],['81-QURAISH NAGAR'],['AAP'],['0'],['5th Pass'],"['Rs\xa01,26,36,085~ 1\xa0Crore+']","['Rs\xa04,79,710~ 4\xa0Lacs+']"
['Shamson Nisha'],['184-JAITPUR'],['BSP'],['0'],['Illiterate'],"['Rs\xa01,69,91,658~ 1\xa0Crore+']",['Rs\xa00~']
['Shanti Devi'],['136-MADHU VIHAR'],['BSP'],['0'],['Illiterate'],"['Rs\xa01,50,52,000~ 1\xa0Crore+']",['Rs\xa00~']
['Shanti Swaroop'],['152-R.K. PURAM'],['INC'],['0'],['Graduate'],"['Rs\xa07,47,90,798~ 7\xa0Crore+']","['Rs\xa02,06,000~ 2\xa0Lacs+']"
['Sharad Dixit'],['202-SHAKARPUR'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa01,23,68,956~ 1\xa0Crore+']","['Rs\xa021,187~ 21\xa0Thou+']"
['Sharad Kapoor'],['146-AMAR COLONY'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa04,30,86,675~ 4\xa0Crore+']","['Rs\xa04,33,24,739~ 4\xa0Crore+']"
['Sharadha Nand Sangwan'],['28-SHAHBAAD DAIRY'],['INC'],['0'],['Graduate'],"['Rs\xa020,84,455~ 20\xa0Lacs+']",['Rs\xa00~']
['Sharmeen Khan'],['227-CHAUHAN BANGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa01,52,83,802~ 1\xa0Crore+']",['Rs\xa00~']
['Sharvan Kumar'],['250-SABAPUR'],['IND'],['0'],['8th Pass'],"['Rs\xa013,64,700~ 13\xa0Lacs+']",['Rs\xa00~']
['Shashi Anand'],['194-GHAROLI'],['IND'],['0'],['12th Pass'],"['Rs\xa01,32,89,081~ 1\xa0Crore+']","['Rs\xa03,50,000~ 3\xa0Lacs+']"
['Shashi Chandna'],['199-MANDAWAII'],['BJP'],['0'],['10th Pass'],"['Rs\xa05,68,08,799~ 5\xa0Crore+']",['Rs\xa00~']
['Shashi Devi'],['241-KARAWAL NAGAR-EAST'],['IND'],['0'],['Illiterate'],"['Rs\xa06,70,000~ 6\xa0Lacs+']",['Rs\xa00~']
['Shashi Kapoor'],['42-MANGOL PURI'],['BJP'],['0'],['10th Pass'],"['Rs\xa01,37,09,000~ 1\xa0Crore+']",['Rs\xa00~']
['Shashi Prabha'],['110-KUNWAR SINGH NAGAR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa09,51,94,331~ 9\xa0Crore+']","['Rs\xa02,49,16,788~ 2\xa0Crore+']"
['Shashi Sharma'],['124-NANGII SAKRAWATI'],['BSP'],['0'],['5th Pass'],"['Rs\xa069,14,647~ 69\xa0Lacs+']","['Rs\xa07,15,000~ 7\xa0Lacs+']"
['Shashi Talwar'],['96-RAJOURI GARDEN'],['BJP'],['1'],['8th Pass'],"['Rs\xa029,63,330~ 29\xa0Lacs+']","['Rs\xa014,00,000~ 14\xa0Lacs+']"
['Shashi Tyagi'],['107-VIKAS PURI'],['IND'],['0'],['Illiterate'],"['Rs\xa031,34,000~ 31\xa0Lacs+']",['Rs\xa00~']
['Shashi Yadav'],['125-CHHAWAIA'],['BJP'],['0'],['12th Pass'],"['Rs\xa017,90,609~ 17\xa0Lacs+']",['Rs\xa00~']
['Shatrughan Kumar'],['8-MUKUNDPUR'],['CPI(M)'],['0'],['12th Pass'],"['Rs\xa03,86,007~ 3\xa0Lacs+']",['Rs\xa00~']
['Shaveta Khera'],['48-GURU HARKISHAN NAGAR'],['AAP'],['0'],['Post Graduate'],"['Rs\xa085,28,516~ 85\xa0Lacs+']","['Rs\xa03,92,635~ 3\xa0Lacs+']"
['Shazad'],['219-DILSHAD GARDEN'],['IUML'],['0'],['5th Pass'],"['Rs\xa041,750~ 41\xa0Thou+']",['Rs\xa00~']
['Sheela Devi'],['5-BAKHTAWARPUR'],['NCP'],['0'],['8th Pass'],"['Rs\xa044,45,000~ 44\xa0Lacs+']","['Rs\xa02,30,000~ 2\xa0Lacs+']"
['Shekhar'],['216-JHILMIL'],['IND'],['0'],['8th Pass'],"['Rs\xa020,78,433~ 20\xa0Lacs+']",['Rs\xa00~']
['Shelly Oberoi'],['86-EAST PATEL NAGAR'],['AAP'],['0'],['Doctorate'],"['Rs\xa023,69,260~ 23\xa0Lacs+']",['Rs\xa00~']
['Shikha Bhardwaj'],['58-SARASWATI VIHAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa02,32,48,501~ 2\xa0Crore+']","['Rs\xa030,43,039~ 30\xa0Lacs+']"
['Shikha Roy'],['173-GREATER KAILASH'],['BJP'],['0'],['Post Graduate'],"['Rs\xa012,81,91,799~ 12\xa0Crore+']","['Rs\xa03,58,29,995~ 3\xa0Crore+']"
['Shikha Tyagi'],['159-CHHATARPUR'],['BJP'],['0'],['8th Pass'],"['Rs\xa03,54,37,671~ 3\xa0Crore+']","['Rs\xa045,00,000~ 45\xa0Lacs+']"
['Shilpa Kaur'],['102-KHYALA'],['AAP'],['0'],['12th Pass'],"['Rs\xa05,13,31,245~ 5\xa0Crore+']","['Rs\xa020,00,000~ 20\xa0Lacs+']"
['Shimla Devi'],['241-KARAWAL NAGAR-EAST'],['BJP'],['0'],['Graduate'],"['Rs\xa02,00,30,170~ 2\xa0Crore+']",['Rs\xa00~']
['Shiv Babu Pathak'],['248-KARAWAI NAGAR-WEST'],['IND'],['0'],['10th Pass'],"['Rs\xa095,63,766~ 95\xa0Lacs+']","['Rs\xa01,70,000~ 1\xa0Lacs+']"
['Shiv Dutt Kaushik'],['209-JAGAT PURI'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa023,35,945~ 23\xa0Lacs+']",['Rs\xa00~']
['Shiv Kumar'],['27-BEGUMPUR'],['IND'],['0'],['Graduate Professional'],"['Rs\xa01,67,68,515~ 1\xa0Crore+']","['Rs\xa025,47,202~ 25\xa0Lacs+']"
['Shiv Om'],['190-NEW ASHOK NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa02,03,84,000~ 2\xa0Crore+']",['Rs\xa00~']
['Shiv Prasad Sah'],['123-KAKROLA'],['BSP'],['0'],['12th Pass'],"['Rs\xa01,63,82,467~ 1\xa0Crore+']","['Rs\xa01,05,000~ 1\xa0Lacs+']"
['Shivam Sharma'],['37-KIRARI'],['IND'],['0'],['Graduate'],"['Rs\xa01,55,271~ 1\xa0Lacs+']",['Rs\xa00~']
['Shivangi Pandey'],['47-NIHAL VIHAR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa043,65,915~ 43\xa0Lacs+']","['Rs\xa010,60,000~ 10\xa0Lacs+']"
['Shivani Chauhan'],['175-KALKAJI'],['AAP'],['0'],['Graduate'],"['Rs\xa045,67,005~ 45\xa0Lacs+']",['Rs\xa00~']
['Shivani Mendiratta'],['92-PUNJABI BAGH'],['INC'],['0'],['Post Graduate'],"['Rs\xa098,30,000~ 98\xa0Lacs+']","['Rs\xa013,50,000~ 13\xa0Lacs+']"
['Shivani Panchal'],['223-ROHTASH NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa01,23,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Shobha Devi'],['214-AZAD NAGAR'],['AAP'],['0'],['10th Pass'],"['Rs\xa01,13,72,170~ 1\xa0Crore+']",['Rs\xa00~']
['Shridutt Sharma'],['55-SHALIMAR BAGH-A'],['IND'],['0'],['8th Pass'],"['Rs\xa046,90,000~ 46\xa0Lacs+']","['Rs\xa024,000~ 24\xa0Thou+']"
['Shubham Kumar Tripathi'],['23-RITHALA'],['AAP'],['0'],['12th Pass'],"['Rs\xa022,79,473~ 22\xa0Lacs+']",['Rs\xa00~']
['Shweta Nigam Janmitra'],['201-LALITA PARK'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa01,24,12,794~ 1\xa0Crore+']",['Rs\xa00~']
['Shyam Kumar'],['55-SHALIMAR BAGH-A'],['BSP'],['0'],['10th Pass'],"['Rs\xa04,00,500~ 4\xa0Lacs+']",['Rs\xa00~']
['Shyam Kumar Mishra'],['113-MOHAN GARDEN'],['BJP'],['0'],['Graduate'],"['Rs\xa04,78,99,969~ 4\xa0Crore+']","['Rs\xa062,84,590~ 62\xa0Lacs+']"
['Shyam Sharma'],['99-HARI NAGAR'],['BJP'],['0'],['10th Pass'],"['Rs\xa010,11,74,000~ 10\xa0Crore+']","['Rs\xa01,42,50,000~ 1\xa0Crore+']"
['Shyam Singh'],['8-MUKUNDPUR'],['INC'],['0'],['12th Pass'],"['Rs\xa02,85,99,065~ 2\xa0Crore+']",['Rs\xa00~']
['Simmi Yadav'],['118-SAGARPUR'],['AAP'],['0'],['Post Graduate'],"['Rs\xa04,15,17,677~ 4\xa0Crore+']","['Rs\xa013,88,130~ 13\xa0Lacs+']"
['Sita'],['211-KRISHNA NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa02,82,05,691~ 2\xa0Crore+']","['Rs\xa02,30,439~ 2\xa0Lacs+']"
['Sita Devi'],['65-ASHOK VIHAR'],['CPI(ML)(L)'],['0'],['Illiterate'],"['Rs\xa02,76,500~ 2\xa0Lacs+']",['Rs\xa00~']
['Sita Ram Dhobi'],['164-DAKSHIN PURI'],['IND'],['0'],['Post Graduate'],"['Rs\xa010,11,201~ 10\xa0Lacs+']",['Rs\xa00~']
['Sitara'],['245-BRIJ PURI'],['AIMIM'],['0'],['Illiterate'],"['Rs\xa055,250~ 55\xa0Thou+']",['Rs\xa00~']
['Smita'],['54-ROHINI-D'],['BJP'],['0'],['Post Graduate'],"['Rs\xa010,64,768~ 10\xa0Lacs+']","['Rs\xa035,100~ 35\xa0Thou+']"
['Smriti Mishra'],['134-RAJ NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa03,87,206~ 3\xa0Lacs+']",['Rs\xa00~']
['Sneh Lata Fauji'],['161-DEOLI'],['AAP'],['0'],['8th Pass'],"['Rs\xa01,78,47,370~ 1\xa0Crore+']","['Rs\xa02,00,000~ 2\xa0Lacs+']"
['Sneha'],['44-SULTANPURI-B'],['IND'],['0'],['12th Pass'],"['Rs\xa02,73,500~ 2\xa0Lacs+']",['Rs\xa00~']
['Somvir'],['61-KOHAT ENCLAVE'],['IND'],['0'],['8th Pass'],"['Rs\xa02,21,000~ 2\xa0Lacs+']","['Rs\xa01,48,750~ 1\xa0Lacs+']"
['Somwati Chaudhary'],['239-GOKAI PURI'],['AAP'],['0'],['5th Pass'],"['Rs\xa010,84,58,110~ 10\xa0Crore+']","['Rs\xa026,08,100~ 26\xa0Lacs+']"
['Son Prabha'],['46- NANGLOI JAT'],['BSP'],['0'],['Graduate'],"['Rs\xa055,11,900~ 55\xa0Lacs+']","['Rs\xa018,000~ 18\xa0Thou+']"
['Sona Choudhary'],['40-NITHARI'],['BJP'],['0'],['10th Pass'],"['Rs\xa059,95,417~ 59\xa0Lacs+']",['Rs\xa00~']
['Sonali'],['143-SIDHARTHA NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa03,52,14,714~ 3\xa0Crore+']",['Rs\xa00~']
['Soni Pandey'],['249-SONIA VIHAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa01,21,94,236~ 1\xa0Crore+']",['Rs\xa00~']
['Soni Verma'],['124-NANGII SAKRAWATI'],['LJP(Ram Vilas)'],['0'],['10th Pass'],"['Rs\xa052,11,000~ 52\xa0Lacs+']","['Rs\xa010,42,295~ 10\xa0Lacs+']"
['Sonia'],['66-WAZIR PUR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa021,67,667~ 21\xa0Lacs+']","['Rs\xa05,67,835~ 5\xa0Lacs+']"
['Sonia'],['78-BAZAR SITA RAM'],['BJP'],['0'],['12th Pass'],"['Rs\xa030,500~ 30\xa0Thou+']",['Rs\xa00~']
['Sonika'],['3-HOLAMBI KALAN'],['IND'],['0'],['Graduate'],"['Rs\xa04,97,706~ 4\xa0Lacs+']",['Rs\xa00~']
['Soniya Jain'],['46- NANGLOI JAT'],['IND'],['0'],['Post Graduate'],"['Rs\xa063,07,553~ 63\xa0Lacs+']","['Rs\xa013,17,322~ 13\xa0Lacs+']"
['Sonu'],['80-RAM NAGAR'],['BSP'],['0'],['8th Pass'],"['Rs\xa029,29,700~ 29\xa0Lacs+']",['Rs\xa00~']
['Sonu'],['162-TIGRI'],['IND'],['0'],['8th Pass'],"['Rs\xa03,00,000~ 3\xa0Lacs+']",['Rs\xa00~']
['Sonu Tomar'],['27-BEGUMPUR'],['INC'],['0'],['10th Pass'],"['Rs\xa02,24,47,529~ 2\xa0Crore+']","['Rs\xa058,22,272~ 58\xa0Lacs+']"
['Subash Malhotra'],['144-LAJPAT NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa04,03,79,073~ 4\xa0Crore+']","['Rs\xa064,74,208~ 64\xa0Lacs+']"
['Sudesh Chaudhary'],['224-WELCOME COLONY'],['AAP'],['3'],['Graduate Professional'],"['Rs\xa02,74,75,344~ 2\xa0Crore+']","['Rs\xa046,32,390~ 46\xa0Lacs+']"
['Sudesh Kumar'],['123-KAKROLA'],['AAP'],['1'],['8th Pass'],"['Rs\xa09,19,28,281~ 9\xa0Crore+']","['Rs\xa05,21,100~ 5\xa0Lacs+']"
['Sudeshwati'],['137-MAHAVIR ENCLAVE'],['BSP'],['0'],['12th Pass'],"['Rs\xa016,52,90,673~ 16\xa0Crore+']",['Rs\xa00~']
['Sudha Sharma'],['116-BINDA PUR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa03,46,73,704~ 3\xa0Crore+']","['Rs\xa05,19,300~ 5\xa0Lacs+']"
['Sudha Sinha'],['120-DWARKA-B'],['AAP'],['1'],['Post Graduate'],"['Rs\xa07,00,53,169~ 7\xa0Crore+']","['Rs\xa01,26,18,622~ 1\xa0Crore+']"
['Sudhir Goel'],['99-HARI NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa02,27,845~ 2\xa0Lacs+']",['Rs\xa00~']
['Sujal Soni'],['109-VIKAS NAGAR'],['IND'],['0'],['Literate'],"['Rs\xa023,84,000~ 23\xa0Lacs+']","['Rs\xa016,00,000~ 16\xa0Lacs+']"
['Sujeet Thakur'],['55-SHALIMAR BAGH-A'],['BJP'],['0'],['8th Pass'],"['Rs\xa02,88,61,216~ 2\xa0Crore+']",['Rs\xa00~']
['Sukhbir Singh'],['125-CHHAWAIA'],['INC'],['2'],['10th Pass'],"['Rs\xa06,24,44,256~ 6\xa0Crore+']","['Rs\xa086,175~ 86\xa0Thou+']"
['Sulakshna'],['80-RAM NAGAR'],['INC'],['0'],['5th Pass'],"['Rs\xa041,82,393~ 41\xa0Lacs+']",['Rs\xa00~']
['Sulochana Devi'],['92-PUNJABI BAGH'],['AAP'],['0'],['8th Pass'],"['Rs\xa068,51,538~ 68\xa0Lacs+']",['Rs\xa00~']
['Sultana Abad'],['75-JAMA MASJID'],['AAP'],['1'],['12th Pass'],"['Rs\xa027,93,396~ 27\xa0Lacs+']",['Rs\xa00~']
['Suman'],['50-MANGOLPURI-B'],['AAP'],['0'],['5th Pass'],"['Rs\xa035,75,000~ 35\xa0Lacs+']","['Rs\xa03,10,300~ 3\xa0Lacs+']"
['Suman'],['52-ROHINI-F'],['INC'],['0'],['5th Pass'],"['Rs\xa06,12,284~ 6\xa0Lacs+']",['Rs\xa00~']
['Suman'],['62-SHAKUR PUR'],['JD(U)'],['0'],['5th Pass'],"['Rs\xa09,84,000~ 9\xa0Lacs+']",['Rs\xa00~']
['Suman'],['77-DELHI GATE'],['JD(U)'],['0'],['Graduate'],"['Rs\xa042,16,122~ 42\xa0Lacs+']",['Rs\xa00~']
['Suman Anil Rana'],['22-ROHINI-B'],['AAP'],['0'],['Graduate'],"['Rs\xa01,64,33,527~ 1\xa0Crore+']","['Rs\xa013,16,667~ 13\xa0Lacs+']"
['Suman Dagar'],['126-ISAPUR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa056,15,958~ 56\xa0Lacs+']",['Rs\xa00~']
['Suman Devi'],['112-SAINIK ENCLAVE'],['BSP'],['0'],['Illiterate'],"['Rs\xa052,16,758~ 52\xa0Lacs+']",['Rs\xa00~']
['Suman Gupta'],['167-KHANPUR'],['AAP'],['0'],['12th Pass'],"['Rs\xa03,72,83,155~ 3\xa0Crore+']","['Rs\xa072,90,000~ 72\xa0Lacs+']"
['Suman Kherwal'],['97-CHAUKHANDI NAGAR'],['BJP'],['0'],['Graduate'],"['Rs\xa086,50,282~ 86\xa0Lacs+']",['Rs\xa00~']
['Suman Kumari'],['16-AZADPUR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,95,42,357~ 1\xa0Crore+']","['Rs\xa042,50,000~ 42\xa0Lacs+']"
['Suman Lata'],['35-MUNDKA'],['BSP'],['0'],['10th Pass'],"['Rs\xa026,60,487~ 26\xa0Lacs+']",['Rs\xa00~']
